COUNTY	SUB_COUNTY	ZONE	SCHOOL_ID	SCHOOL	LDDs	FID
KILIFI	MAGARINI	MARAFA	200834	KABIBONI	77	5606
KILIFI	GANZE	VITENGENI	200549	KACHORORONI	112	5607
KILIFI	KALOLENI	KALOLENI	200588	KADZANDANI	41	5608
KILIFI	MAGARINI	MARAFA	200835	KADZANDANI	96	5609
KILIFI	GANZE	VITENGENI	200550	KADZANDANI	38	5610
KILIFI	MAGARINI	MARAFA	200836	KADZIFITSENI	55	5611
KILIFI	KILIFI	SHARIANI	200731	KADZINUNI	61	5612
KILIFI	KALOLENI	KALOLENI	200589	KADZONZO	57	5613
KILIFI	MAGARINI	MAGARINI	200793	KADZUHONI	94	5614
KILIFI	MAGARINI	MAGARINI	200794	KAEMBENI	62	5615
KILIFI	GANZE	VITENGENI	200551	KAFITSONI	27	5616
KILIFI	GANZE	VITENGENI	200552	KAFULONI	50	5617
KILIFI	GANZE	GANZE	200510	KAGOMBANI	20	5618
KILIFI	MAGARINI	MAGARINI	200795	KAGOMBANI	98	5619
KILIFI	GANZE	VITENGENI	200553	KAHINGONI	31	5620
KILIFI	RABAI	RABAI	200941	KAILO	31	5621
KILIFI	RABAI	RABAI	200942	KAJIWE	146	5622
KILIFI	KALOLENI	MARIAKANI	200622	KAKOMANI	69	5623
KILIFI	MALINDI	KAKONENI	200867	KAKONENI	85	5624
KILIFI	MAGARINI	GARASHI	200772	KAKUHANI	24	5625
KILIFI	MALINDI	WATAMU	200913	KAKUYUNI	147	5626
KILIFI	RABAI	RABAI	200943	KALIANGOMBE	144	5627
KILIFI	GANZE	BAMBA	200472	KALONGONI	43	5628
KILIFI	MAGARINI	MARAFA	200837	KAMALE	55	5629
KILIFI	MAGARINI	MAGARINI	200796	KAMBI YA WAYA	156	5630
KILIFI	MAGARINI	MAGARINI	200797	KAMBICHA	26	5631
KILIFI	MAGARINI	MAGARINI	200798	KANAGONI	126	5632
KILIFI	MALINDI	WATAMU	200914	KANANI	52	5633
KILIFI	GANZE	VITENGENI	200554	KANGAMBONI	95	5634
KILIFI	MAGARINI	MARAFA	200838	KANYUMBUNI	41	5635
KILIFI	RABAI	RURUMA	200956	KANYUMBUNI	32	5636
KILIFI	KILIFI	CHONYI	200702	KAOLE	33	5637
KILIFI	MAGARINI	MARAFA	200839	KAOYENI	21	5638
KILIFI	RABAI	RABAI	200944	KAOYENI	32	5639
KILIFI	KILIFI	SHARIANI	200732	KAPECHA	28	5640
KILIFI	KILIFI	SHARIANI	200733	KARARACHA	74	5641
KILIFI	MALINDI	MALINDI/CENTRAL	200892	KARIMA	190	5642
KILIFI	GANZE	BAMBA	200473	KARIMANI	16	5643
KILIFI	KILIFI	CHONYI	200703	KARIMBONI	54	5644
KILIFI	MAGARINI	GARASHI	200773	KARIMBONI	114	5645
KILIFI	RABAI	RABAI	200945	KASIDI	110	5646
KILIFI	MAGARINI	MAGARINI	200799	KASIMANI	91	5647
KILIFI	MALINDI	KAKONENI	200869	KASIMBIJI	48	5648
KILIFI	MAGARINI	MARAFA	200840	KATA	39	5649
KILIFI	GANZE	BAMBA	200474	KATENDEWA	70	5650
KIAMBU	KIKUYU	THOGOTO	208388	KIDFARMCO	72	5651
KIAMBU	LARI	GATAMAIYU	208398	GACHOIRE	30	5652
KIAMBU	LARI	GATAMAIYU	208401	KABUNGE	27	5653
KIAMBU	LARI	GATAMAIYU	208412	NYANDUMA	46	5654
KIAMBU	LARI	GATAMAIYU	208397	A.I.C MUKEU FOR MH	50	5655
KIAMBU	LARI	GATAMAIYU	208411	NYAMUTHANGA	22	5656
KIAMBU	LARI	GATAMAIYU	208407	KARUGO	68	5657
KILIFI	KILIFI	SHARIANI	200726	BARANI	89	5658
KIAMBU	THIKA WEST	JAMHURI/THIKA	208568	GENERAL KAGO	50	5659
KIAMBU	LIMURU	NDEIYA	208482	MIRITHU	38	5660
KILIFI	MALINDI	KAKONENI	200870	KATHAMA	36	5661
KILIFI	KALOLENI	KALOLENI	200594	MAANDANI	98	5662
KILIFI	MAGARINI	GARASHI	200768	DAKACHA	50	5663
KIAMBU	LARI	GATAMAIYU	208410	MUTHANDE	28	5664
KIAMBU	LARI	GATAMAIYU	208409	MUHORO	27	5665
KIAMBU	LARI	GATAMAIYU	208400	GATAMAIYU	45	5666
KIAMBU	LARI	GATAMAIYU	208408	MATIMBEI	47	5667
KIAMBU	LARI	GATAMAIYU	208406	KARIGU-INI	45	5668
KIAMBU	LARI	KAMBURU	208418	KAGWE TOWNSHIP	49	5669
KIAMBU	LARI	KAMBURU	208419	KAMAHIA	36	5670
KIAMBU	LARI	KAMBURU	208420	KAMAHINDU	49	5671
KIAMBU	LARI	KAMBURU	208421	KAMBURU	77	5672
KIAMBU	LARI	KAMBURU	208417	KAGWE	34	5673
KIAMBU	LARI	KIJABE	208435	MUGIKO	40	5674
KIAMBU	LARI	KIJABE	208430	KINALE	76	5675
KIAMBU	LARI	KIJABE	208439	SULMAC	62	5676
KIAMBU	LARI	KIJABE	208429	KIJABE	40	5677
KIAMBU	LARI	KIJABE	208438	RAGIA FOREST	60	5678
KIAMBU	LARI	KIJABE	208440	UTUGI	55	5679
KIAMBU	LARI	KIJABE	208434	MIRANGI	56	5680
KIAMBU	LIMURU	LIMURU	208468	MANGUO	111	5681
KIAMBU	LIMURU	LIMURU	208466	LIMURU TOWN	119	5682
KIAMBU	LIMURU	NDEIYA	208479	KIAWANDA	64	5683
KIAMBU	LIMURU	NDEIYA	208477	GITHUNGUCU	37	5684
KIAMBU	LIMURU	NDEIYA	208476	GATUURA	55	5685
KIAMBU	LIMURU	NDEIYA	208481	MAKUTANO	32	5686
KIAMBU	RUIRU	RUIRU	208516	MWIHOKO	72	5687
KIAMBU	RUIRU	RUIRU	208518	NDII-INI	48	5688
KIAMBU	RUIRU	RUIRU	208508	KWA NGETHE	60	5689
KIAMBU	RUIRU	RUIRU	208501	GITHUNGURI RANCHING	102	5690
KIAMBU	THIKA EAST	GATUANYAGA	208530	GITHIMA	39	5691
KIAMBU	THIKA EAST	GATUANYAGA	208537	MATATHIA	49	5692
KIAMBU	THIKA EAST	MITUBIRI	208566	SWANI	71	5693
KIAMBU	THIKA EAST	MITUBIRI	208564	NANGA	26	5694
KIAMBU	THIKA EAST	MITUBIRI	208562	KIHUNGURO	57	5695
KIAMBU	THIKA EAST	MITUBIRI	208563	MWANA-WIKIO	66	5696
KIAMBU	THIKA WEST	JAMHURI/THIKA	208572	THIKA	96	5697
KIAMBU	THIKA WEST	JUJA	208590	ST. PAUL	54	5698
KIAMBU	THIKA WEST	JUJA	208573	ATHI	35	5699
KIAMBU	THIKA WEST	KAMENU	208597	THIKA BARRACKS	91	5700
KIAMBU	THIKA WEST	KAMENU	208594	KIGANJO	50	5701
KIAMBU	THIKA WEST	KENYATTA	208599	KENYATTA HARAMBEE	111	5702
KIAMBU	THIKA WEST	KENYATTA	208601	QUEEN OF ROSARY	52	5703
KIAMBU	THIKA WEST	THIKA/MADARAKA	208609	MUGUMO-INI	102	5704
KIAMBU	THIKA WEST	THIKA/MADARAKA	208608	MOI ACADEMY THIKA	40	5705
KIAMBU	KIAMBU	KARURI	208294	A.C.K KAMITI ANMER	25	5706
KIAMBU	GATUNDU	KIGANJO	208132	GICHERU	31	5707
KIAMBU	GATUNDU	KIGANJO	208141	KIGANJO	46	5708
KIAMBU	GATUNDU	KIGANJO	208143	NDUNDU	23	5709
KIAMBU	GATUNDU	KIGANJO	208144	NEMBU	31	5710
KIAMBU	GATUNDU	NGENDA	208170	GATHAGE	37	5711
KIAMBU	GATUNDU NORTH	CHANIA	208197	MIUGU	39	5712
KIAMBU	LARI	GATAMAIYU	208413	WANGWARE	41	5713
KIAMBU	LIMURU	MIS\ZONE2\KIAMBU	208475	ST. PAUL'S	96	5714
KIAMBU	LIMURU	NDEIYA	208480	KIRIRI	37	5715
KIAMBU	RUIRU	RUIRU	208528	TWIGA	50	5716
KIAMBU	THIKA EAST	ITHANGA	208547	MUGUMO	47	5717
KIAMBU	THIKA WEST	KENYATTA	208600	KIBOKO	22	5718
KILIFI	KILIFI	CHONYI	200704	KATIKIRIENI	102	5719
KIAMBU	GATUNDU	NGENDA	208182	NGENDA	29	5720
KILIFI	GANZE	VITENGENI	200543	DANICHA	50	5721
KILIFI	MAGARINI	GARASHI	200764	BARICHO	64	5722
KIAMBU	LIMURU	TIGONI	208491	KIAWAROGA	100	5723
KILIFI	GANZE	BAMBA	200478	MABATHANI	41	5724
KILIFI	GANZE	GANZE	200511	KATOFENI	16	5725
KIAMBU	GITHUNGURI	GITHIGA	208247	GATINA	67	5726
KILIFI	MAGARINI	GARASHI	200769	DANISA	27	5727
KILIFI	KILIFI	CENTRAL	200649	BASI	96	5728
KIAMBU	LIMURU	TIGONI	208496	RWAKA	103	5729
KILIFI	GANZE	VITENGENI	200556	MABIRIKANI	138	5730
KILIFI	KALOLENI	MARIAKANI	200623	KAVUKA	47	5731
KIAMBU	LIMURU	LIMURU	208460	GATIMU	24	5732
KILIFI	GANZE	GANZE	200504	DARAJANI	25	5733
KILIFI	MAGARINI	GARASHI	200770	DHOLOLO	55	5734
KILIFI	GANZE	VITENGENI	200544	DIDA	60	5735
KILIFI	KILIFI	CHONYI	200699	DINDIRI	56	5736
KILIFI	GANZE	BAMBA	200466	DODOSA	34	5737
KILIFI	MALINDI	WATAMU	200909	DONGOKUNDU	50	5738
KILIFI	GANZE	VITENGENI	200545	DULUKIZA	55	5739
KILIFI	GANZE	GANZE	200505	DUNGICHA	63	5740
KILIFI	GANZE	GANZE	200506	DUNGUNI	55	5741
KILIFI	GANZE	VITENGENI	200546	DZIKUNZE	81	5742
KILIFI	KILIFI	CHONYI	200700	DZITSONI	52	5743
KILIFI	KILIFI	CENTRAL	200653	EZAMOYO	110	5744
KILIFI	GANZE	VITENGENI	200547	FORODHOYO	30	5745
KILIFI	GANZE	BAMBA	200467	FUDUMULO	30	5746
KILIFI	KILIFI	CENTRAL	200654	FUMBINI	98	5747
KILIFI	MAGARINI	MAGARINI	200791	FUNDISA	32	5748
KILIFI	GANZE	VITENGENI	200548	GABINA	18	5749
KILIFI	MALINDI	MALINDI/CENTRAL	200890	GAHALENI	73	5750
KILIFI	MALINDI	KAKONENI	200860	GALANA RANCH	14	5751
KILIFI	MALINDI	MALINDI/CENTRAL	200891	GANDA	120	5752
KILIFI	RABAI	RABAI	200938	GANDANI	78	5753
KILIFI	MALINDI	KAKONENI	200861	GANDINI	42	5754
KILIFI	KALOLENI	MARIAKANI	200619	GANDINI	116	5755
KILIFI	KILIFI	CHONYI	200701	GANDINI CHONYI	57	5756
Kilifi	GANZE 	GANZE ZONE	200507	Ganze Primary	41	5757
KILIFI	MAGARINI	GARASHI	200771	GARASHI	71	5758
KILIFI	MAGARINI	MAGARINI	200792	GARITHE	42	5759
KILIFI	MALINDI	WATAMU	200910	GEDE	128	5760
KILIFI	MALINDI	KAKONENI	200862	GEDE SPECIAL	12	5761
KILIFI	MALINDI	KAKONENI	200863	GIRIMACHA	35	5762
KILIFI	KALOLENI	KALOLENI	200585	GOGORARUNE	65	5763
KILIFI	KILIFI	SHARIANI	200729	GONGONI	105	5764
KILIFI	GANZE	BAMBA	200468	GOSHI	52	5765
KILIFI	MALINDI	KAKONENI	200864	GOSHI	63	5766
KILIFI	KALOLENI	MARIAKANI	200620	HADEMU	146	5767
KILIFI	MALINDI	KAKONENI	200865	HAWE WANJE	41	5768
KILIFI	KALOLENI	MARIAKANI	200621	IKANGA	94	5769
KILIFI	KALOLENI	KALOLENI	200586	IMANI	54	5770
KILIFI	RABAI	RABAI	200939	ISAAC NYONDO	114	5771
KILIFI	MALINDI	WATAMU	200911	JACARANDA BEACH	58	5772
KILIFI	GANZE	GANZE	200508	JARIBUNI	35	5773
KILIFI	RABAI	RURUMA	200955	JEURI	61	5774
KILIFI	KILIFI	CENTRAL	200655	JEZAZHOMU	25	5775
KILIFI	GANZE	BAMBA	200469	JILA	67	5776
Kilifi	MALINDI 	KAKONENI ZONE	200866	Jilore Primary	80	5777
KILIFI	RABAI	RABAI	200940	JIMBA	71	5778
KILIFI	MALINDI	WATAMU	200912	JIMBA/GEDE	42	5779
KIAMBU	RUIRU	RUIRU	208526	TATU	25	5780
KILIFI	GANZE	VITENGENI	200557	MADAMANI	102	5781
KIAMBU	LIMURU	TIGONI	208495	RONGAI	100	5782
KIAMBU	THIKA EAST	ITHANGA	208551	ST. TERESA	64	5783
KILIFI	KILIFI	CENTRAL	200665	MADETENI	52	5784
KIAMBU	LIMURU	TIGONI	208497	TIGONI	179	5785
KILIFI	MAGARINI	GARASHI	200765	BATE	98	5786
KILIFI	MALINDI	WATAMU	200915	KAVUNYALALO	150	5787
KIAMBU	THIKA EAST	KAKUZI	208557	MAKUTANO	29	5788
KILIFI	MALINDI	WATAMU	200919	MADUNGUNI	143	5789
KIAMBU	LIMURU	TIGONI	208498	UMOJA	59	5790
KILIFI	RABAI	RABAI	200930	BEDIDA	53	5791
KILIFI	RABAI	RABAI	200946	KAWALA	124	5792
KIAMBU	THIKA EAST	KAKUZI	208558	MATUNDA	107	5793
KILIFI	GANZE	BAMBA	200479	MADZENI	28	5794
KIAMBU	RUIRU	RUIRU	208499	GATONGORA	40	5795
KILIFI	KILIFI	CHONYI	200691	BEMBO	61	5796
KILIFI	MAGARINI	GARASHI	200774	KAYADAGAMRA	59	5797
KIAMBU	GATUNDU NORTH	MANGU	208232	MAKWA	56	5798
KILIFI	KALOLENI	MARIAKANI	200628	MADZIMBANI	127	5799
KIAMBU	RUIRU	RUIRU	208509	KWIHOTA	50	5800
KILIFI	GANZE	BAMBA	200463	BENGONI	72	5801
KILIFI	KALOLENI	KALOLENI	200590	KDZINI	63	5802
KIAMBU	GATUNDU NORTH	MANGU	208226	GIKINDU	27	5803
KIAMBU	GATUNDU NORTH	MANGU	208229	KANJUKU	24	5804
KIAMBU	KIAMBU	KARURI	208299	KAMITI	52	5805
KIAMBU	KIAMBU	KARURI	208309	KIRIGITI GIRLS REHAB	13	5806
KIAMBU	KIAMBU	KARURI	208315	NGEGU	112	5807
KIAMBU	KIAMBU	NDUMBERI	208331	KONGO	89	5808
KIAMBU	THIKA WEST	KAMENU	208595	KIMUCHU	122	5809
KIAMBU	GITHUNGURI	NGEWA	208283	KAMBUI SCHOOL FOR THE DEAF	0	5810
KIAMBU	GATUNDU NORTH	GITHOBOKONI	208219	MUNYAKA	33	5811
KILIFI	MAGARINI	MARAFA	200828	ADU	41	5812
KILIFI	MALINDI	MALINDI/CENTRAL	200889	AIRPORT	71	5813
KILIFI	KILIFI	CENTRAL	200646	AMA	44	5814
KILIFI	MAGARINI	GARASHI	200763	AMKENI	40	5815
KILIFI	MALINDI	KAKONENI	200855	ARABUKO	26	5816
KILIFI	MALINDI	WATAMU	200905	ARABUKO SOKOKE	24	5817
KILIFI	MALINDI	WATAMU	200906	BAGUO	76	5818
KILIFI	KILIFI	CENTRAL	200647	BAHARI	27	5819
KILIFI	KILIFI	SHARIANI	200725	BAHARINI	108	5820
KILIFI	KILIFI	CENTRAL	200648	BAHATI	96	5821
KILIFI	MALINDI	KAKONENI	200856	BAHATI	39	5822
KILIFI	GANZE	GANZE	200501	BAHERO	30	5823
KILIFI	MALINDI	KAKONENI	200857	BALAGHA	37	5824
KILIFI	GANZE	VITENGENI	200541	BALE	62	5825
KILIFI	GANZE	BAMBA	200461	BAMBA	100	5826
KILIFI	MAGARINI	MAGARINI	200786	BANDACHO	76	5827
KILIFI	GANZE	BAMBA	200462	BANDARI	119	5828
KILIFI	GANZE	GANZE	200502	BARAKA	16	5829
KILIFI	KALOLENI	MARIAKANI	200617	BARAKA	117	5830
KILIFI	MAGARINI	MARAFA	200829	BARAKACHEMBE	25	5831
KILIFI	GANZE	BAMBA	200475	KERESA	38	5832
KILIFI	RABAI	RABAI	200931	BENYOKA	186	5833
KIAMBU	RUIRU	RUIRU	208507	KUMURA	50	5834
KILIFI	MALINDI	KAKONENI	200871	KHOMBENI	35	5835
KILIFI	KALOLENI	MARIAKANI	200618	BIKIDZAYA	21	5836
KIAMBU	RUIRU	RUIRU	208504	KIMBO-GITHURAI	105	5837
KILIFI	RABAI	RURUMA	200957	MAERENI	38	5838
KILIFI	KALOLENI	MARIAKANI	200624	KIBAOKICHE	124	5839
KILIFI	KALOLENI	KALOLENI	200581	BIRINIMWAMLEKA	82	5840
KIAMBU	THIKA WEST	THIKA/MADARAKA	208605	KIANJAU	128	5841
KILIFI	KILIFI	CHONYI	200710	MAFISINI	50	5842
KILIFI	KILIFI	CENTRAL	200656	KIBAONI	137	5843
KILIFI	MAGARINI	MARAFA	200830	BLUE GLUE	22	5844
KIAMBU	GATUNDU	KIGANJO	208135	KARANGI	40	5845
KILIFI	MAGARINI	MAGARINI	200802	MAGARINI	62	5846
KILIFI	MAGARINI	MAGARINI	200800	KIBAONI	65	5847
KILIFI	KILIFI	SHARIANI	200727	BODOI	50	5848
KIAMBU	GATUNDU	KIGANJO	208146	THAARA	50	5849
KILIFI	KALOLENI	KALOLENI	200595	MAHENZO	60	5850
KILIFI	KILIFI	CENTRAL	200657	KIBARANI BOARDING	40	5851
KILIFI	KILIFI	CENTRAL	200650	BOFA	58	5852
KIAMBU	GATUNDU	KIGANJO	208130	GATHIRU	38	5853
KILIFI	MAGARINI	MAGARINI	200803	MAJAHAZINI	48	5854
KILIFI	MALINDI	MALINDI/CENTRAL	200893	KIBOKONI	112	5855
KILIFI	MALINDI	KAKONENI	200858	BOFU	11	5856
KIAMBU	GATUNDU	KIGANJO	208140	KIGAA	45	5857
KILIFI	KILIFI	SHARIANI	200739	MAJAJANI	112	5858
KILIFI	GANZE	BAMBA	200476	KIDEMU	35	5859
KILIFI	RABAI	RABAI	200932	BOFU	124	5860
KIAMBU	GATUNDU	KIGANJO	208131	GATITU	52	5861
KILIFI	KILIFI	CENTRAL	200666	MAJAONI	57	5862
KILIFI	KILIFI	CHONYI	200705	KIDUTANI	90	5863
KILIFI	GANZE	VITENGENI	200542	BOGAMACHUKO	103	5864
KIAMBU	GATUNDU	KIGANJO	208129	GACHIKA	43	5865
KILIFI	MAGARINI	MAGARINI	200804	MAJENGO	67	5866
KILIFI	MALINDI	WATAMU	200916	KIJIWETANGA	250	5867
KILIFI	KILIFI	CHONYI	200692	BOKINI	30	5868
KIAMBU	GATUNDU	NDARUGU	208164	MUNYU-INI	41	5869
KILIFI	MAGARINI	MAGARINI	200805	MAJENJENI	105	5870
KILIFI	KILIFI	SHARIANI	200734	KIKAMBALA	100	5871
KILIFI	MAGARINI	MAGARINI	200787	BOMANI	82	5872
KILIFI	MAGARINI	MARAFA	200831	BORESINGWAYA	59	5873
KILIFI	MAGARINI	MAGARINI	200788	BOYANI	45	5874
KILIFI	RABAI	RABAI	200933	BOYANI	95	5875
KILIFI	KILIFI	CHONYI	200693	BUNDACHO	119	5876
KILIFI	GANZE	BAMBA	200464	BUNGALE	19	5877
KILIFI	MAGARINI	GARASHI	200766	BUNGALE	39	5878
KILIFI	KILIFI	CHONYI	200694	BUNGU	70	5879
KILIFI	RABAI	RABAI	200934	BUNI	36	5880
KILIFI	MAGARINI	GARASHI	200767	BURA	35	5881
KILIFI	MAGARINI	MAGARINI	200789	BURANGI	70	5882
KILIFI	RABAI	RABAI	200935	BWAGAMOYO	62	5883
KILIFI	MALINDI	KAKONENI	200859	CHAKAMA	45	5884
KILIFI	KALOLENI	KALOLENI	200582	CHALANI	88	5885
KILIFI	KALOLENI	KALOLENI	200583	CHANAGANDE	153	5886
KILIFI	RABAI	RABAI	200936	CHANG'OMBE	106	5887
KILIFI	MAGARINI	MAGARINI	200790	CHANGOTO	33	5888
KILIFI	MAGARINI	MARAFA	200832	CHANJALO	14	5889
KILIFI	GANZE	BAMBA	200465	CHAPUNGU	116	5890
KILIFI	KILIFI	CHONYI	200695	CHASIMBA	34	5891
KILIFI	MAGARINI	MARAFA	200833	CHASIMBA	60	5892
KILIFI	KILIFI	CHONYI	200696	CHASIMBA CENTRAL	62	5893
KILIFI	KILIFI	CHONYI	200697	CHENGONI	26	5894
KILIFI	RABAI	RABAI	200937	CHIFERI	37	5895
KILIFI	KILIFI	CHONYI	200698	CHIJE	51	5896
KILIFI	MALINDI	WATAMU	200907	CHILDREN OF THE RISING SUN	66	5897
KILIFI	KALOLENI	KALOLENI	200584	CHILULU	65	5898
KILIFI	GANZE	GANZE	200503	CHINYUME	15	5899
KILIFI	KILIFI	CENTRAL	200651	CHIPANDE	25	5900
KILIFI	KILIFI	SHARIANI	200728	CHODARI	62	5901
KILIFI	RABAI	RURUMA	200954	CHONYI	100	5902
KILIFI	KILIFI	CENTRAL	200652	CHUMANI	67	5903
KILIFI	MALINDI	WATAMU	200908	DABASO	78	5904
Kilifi	KILIFI	CENTRAL ZONE	200659	Kilifi Primary	103	5905
KILIFI	KILIFI	CENTRAL	200660	KILIMO	45	5906
KILIFI	KILIFI	CENTRAL	200661	KILODI	89	5907
KILIFI	GANZE	GANZE	200512	KIMBULE	15	5908
KILIFI	KALOLENI	MARIAKANI	200625	KINAGONI	90	5909
KILIFI	KALOLENI	KALOLENI	200591	KINANI	117	5910
KILIFI	KALOLENI	MARIAKANI	200626	KINARANI	106	5911
KILIFI	KALOLENI	KALOLENI	200592	KINUNG'UNA	75	5912
KILIFI	KILIFI	SHARIANI	200735	KIREME	166	5913
KILIFI	MALINDI	WATAMU	200917	KIREPWE	13	5914
KILIFI	KILIFI	SHARIANI	200736	KIRIBA	45	5915
KILIFI	GANZE	GANZE	200513	KIRIMANI	40	5916
KILIFI	KILIFI	SHARIANI	200737	KIRINGI MEMORIAL	20	5917
KIAMBU	GITHUNGURI	GITHIGA	208242	CIIKO	30	5918
KILIFI	MAGARINI	GARASHI	200775	KIROSA	42	5919
KILIFI	MALINDI	KAKONENI	200873	MAJI-LANGOBAYA	77	5920
KIAMBU	GITHUNGURI	GITHIGA	208244	GATHAITHI	68	5921
KILIFI	KALOLENI	MARIAKANI	200627	KIRUMBI	101	5922
KILIFI	GANZE	GANZE	200515	MAKALANGENI	17	5923
KIAMBU	GITHUNGURI	GITHIGA	208245	GATHANJI	63	5924
KILIFI	KILIFI	CHONYI	200706	KITSOENI	60	5925
KILIFI	RABAI	RABAI	200948	MAKANZANI	50	5926
KIAMBU	GITHUNGURI	GITHIGA	208243	GATAKA	44	5927
KILIFI	KILIFI	CENTRAL	200662	KIWANDANI	93	5928
KILIFI	KILIFI	CHONYI	200711	MAKATA	46	5929
KIAMBU	GITHUNGURI	GITHIGA	208248	GATITU	53	5930
KILIFI	KILIFI	CHONYI	200707	KIZINGO	60	5931
KILIFI	KALOLENI	KALOLENI	200596	MAKOMBOANI	63	5932
KIAMBU	GITHUNGURI	GITHUNGURI	208266	MIIRI	68	5933
KILIFI	KALOLENI	KALOLENI	200593	KIZURINI	127	5934
KILIFI	KILIFI	SHARIANI	200740	MAKONDE	32	5935
KIAMBU	GITHUNGURI	KOMOTHAI	208276	KIGUMO	59	5936
KILIFI	KILIFI	SHARIANI	200738	KOLEWA	60	5937
KILIFI	GANZE	VITENGENI	200558	MAKONJEMARE	31	5938
KIAMBU	GITHUNGURI	KOMOTHAI	208269	GITHIMA	25	5939
KILIFI	KILIFI	CHONYI	200708	KOLONGONI	44	5940
KILIFI	KALOLENI	KALOLENI	200597	MAKULULU	42	5941
KILIFI	MAGARINI	MARAFA	200841	MAKUMBA	61	5942
KILIFI	MALINDI	KAKONENI	200874	MALANGA	45	5943
KILIFI	RABAI	RURUMA	200958	MALAU	61	5944
KILIFI	MALINDI	MALINDI/CENTRAL	200894	MALINDI CENTRAL	82	5945
KILIFI	MALINDI	MALINDI/CENTRAL	200895	MALINDI HGM.	119	5946
KILIFI	GANZE	GANZE	200517	MALOMANI	35	5947
KILIFI	MAGARINI	MAGARINI	200806	MAMBRUI	65	5948
KILIFI	GANZE	BAMBA	200480	MANGORORO	31	5949
KILIFI	GANZE	VITENGENI	200559	MANGUDHO	50	5950
KILIFI	GANZE	GANZE	200518	MAOJO	26	5951
KILIFI	KALOLENI	KALOLENI	200598	MAORO	62	5952
KILIFI	KILIFI	SHARIANI	200741	MAPAWA	32	5953
KILIFI	MAGARINI	MAGARINI	200807	MAPIMO	133	5954
KILIFI	MAGARINI	MARAFA	200842	MARAFA	86	5955
KILIFI	MAGARINI	MARAFA	200843	MARAFA SPECIAL SCH.	75	5956
KILIFI	KILIFI	CENTRAL	200667	MARAFIKI	28	5957
KILIFI	GANZE	GANZE	200519	MARERE	74	5958
KILIFI	MAGARINI	MAGARINI	200808	MARERENI	105	5959
KILIFI	KALOLENI	MARIAKANI	200629	MARIAKANI	117	5960
KILIFI	KALOLENI	MARIAKANI	200630	MARIAKANI GARRISON	45	5961
KILIFI	GANZE	GANZE	200520	MARIANI	67	5962
KILIFI	MALINDI	KAKONENI	200875	MARIKANO	41	5963
KILIFI	MAGARINI	MAGARINI	200809	MARIKEBUNI	56	5964
KILIFI	GANZE	BAMBA	200481	MARYANGO	156	5965
KILIFI	RABAI	RURUMA	200959	MASAANI	39	5966
KILIFI	KILIFI	CENTRAL	200663	KONJORA	100	5967
KILIFI	KILIFI	CENTRAL	200664	KOROSHO	30	5968
KILIFI	MALINDI	KAKONENI	200872	KULALU	37	5969
KILIFI	MAGARINI	GARASHI	200776	KUNDENI	31	5970
KILIFI	MAGARINI	MAGARINI	200801	KURAWA-KANAGONI	216	5971
KILIFI	MALINDI	WATAMU	200918	KWA UPANGA	152	5972
KILIFI	GANZE	VITENGENI	200555	KWADADU	35	5973
KILIFI	KILIFI	CHONYI	200709	LUBONDO	36	5974
KILIFI	RABAI	RABAI	200947	LUGWE	76	5975
KILIFI	GANZE	BAMBA	200477	LWANDANI	43	5976
KIAMBU	GITHUNGURI	KOMOTHAI	208270	GITHIORO	30	5977
KIAMBU	KIAMBU	KARURI	208296	CHIEF WANDIE	78	5978
KIAMBU	KIAMBU	KARURI	208300	KANGOYA	85	5979
KIAMBU	KIAMBU	KARURI	208310	LORETO	52	5980
KIAMBU	KIAMBU	KARURI	208303	KASARINI	40	5981
KIAMBU	KIAMBU	KARURI	208295	BENSON NJAU	58	5982
KIAMBU	KIAMBU	KARURI	208318	WAGUTHU	97	5983
KIAMBU	KIAMBU	KARURI	208316	NJENGA KARUME	45	5984
KIAMBU	KIAMBU	KARURI	208307	KIBATHI	54	5985
KIAMBU	KIAMBU	KARURI	208298	GICOCO	63	5986
KIAMBU	KIAMBU	NDUMBERI	208330	KIUU RIVER	88	5987
KIAMBU	KIAMBU	NDUMBERI	208334	NDUMBERI	113	5988
KIAMBU	KIAMBU	NDUMBERI	208333	MARY IMMACULATE	149	5989
KIAMBU	KIAMBU	NDUMBERI	208332	MACIRI	56	5990
KIAMBU	KIKUYU	KABETE	208356	ST. MARY'S KAIMBA ACADEMY	37	5991
KIAMBU	KIKUYU	KABETE	208344	KANYARIRI	35	5992
KIAMBU	KIKUYU	KABETE	208353	NDURARUA	40	5993
KIAMBU	KIKUYU	KABETE	208340	CURA	16	5994
KIAMBU	KIKUYU	KARAI	208364	KANDUTURA	45	5995
KIAMBU	KIKUYU	KARAI	208367	MAI-A-IHII	60	5996
KIAMBU	KIKUYU	MUGUGA	208376	KAMUGUGA	46	5997
KIAMBU	KIKUYU	MUGUGA	208381	MUGUGA MODEL PRY	40	5998
KIAMBU	KIKUYU	MUGUGA	208375	KAHUHO	44	5999
KIAMBU	KIKUYU	THOGOTO	208387	HGM KINOO	56	6000
MAKUENI	KATHONZWENI	MAVINDINI	205912	MIKISI	28	11001
MAKUENI	MBOONI WEST	KALAWANI	206415	MULOONI	50	11002
MAKUENI	MAKUENI	KEE	206221	NTHONZWENI	20	11003
