,address,cars,bluecar_counter,utilib_counter,utilib_1.4_counter,charge_slots,charging_status,city,id,kind,geo_point,postal_code,public_name,rental_status,slots,station_type,year,month,day,hour,minute
147,22 rue de normandie,6,6,0,0,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-normandie-22,station,"48.9059332, 2.2852074",92600,asniã¨res-sur-seine/normandie/22,operational,0,station,2018,4,2,11,18
148,236 rue des pyrã©nã©es,6,6,0,0,0,operational,paris,paris-pyrenees-236,station,"48.8674784, 2.3965939",75020,paris/pyrã©nã©es/236,operational,0,station,2018,4,3,6,33
149,26 rue huchã©,6,6,0,0,0,operational,suresnes,suresnes-huche-26,station,"48.8766119, 2.2218839",92150,suresnes/huchã©/26,operational,0,station,2018,4,4,8,28
150,42 rue victor hugo,6,6,0,0,0,nonexistent,colombes,colombes-victorhugo-42,station,"48.92087, 2.264111",92700,colombes/victor hugo/42,operational,0,station,2018,4,5,5,4
151,2 avenue du val de fontenay,5,5,0,1,0,nonexistent,fontenay-sous-bois,fontenaysousbois-valdefontenay-2,station,"48.8528247, 2.4869085",94120,fontenay-sous-bois/val de fontenay/2,operational,0,station,2018,4,7,3,57
152,8 rue gaston tessier,4,4,0,0,1,operational,paris,paris-gastontessier-8,station,"48.895791, 2.373366",75019,paris/gaston tessier/8,operational,1,station,2018,4,3,12,31
153,20 boulevard de vaugirard,2,2,1,1,0,operational,paris,paris-vaugirard-20,station,"48.8415895, 2.3183413",75015,paris/vaugirard/20,operational,0,station,2018,4,7,11,57
154,52 boulevard de la rã©publique,4,4,0,0,0,operational,la garenne-colombes,lagarennecolombes-republique-52,space,"48.90628, 2.249208",92250,la garenne-colombes/rã©publique/52,operational,0,full_station,2018,4,8,11,55
155,199 rue du faubourg saint-antoine,3,3,0,0,0,nonexistent,paris,paris-faubourgsaintantoine-199,space,"48.8505136, 2.3823163",75011,paris/saint-antoine/199,operational,1,full_station,2018,4,9,9,22
156,108 rue balard,0,0,0,0,1,operational,paris,paris-balard-108,station,"48.83731, 2.278682",75015,paris/balard/108,operational,5,station,2018,4,2,22,33
157,51 rue de bretagne,0,0,0,0,0,operational,paris,paris-bretagne-51,space,"48.8635527, 2.3612023",75003,paris/bretagne/51,operational,1,full_station,2018,4,8,0,38
158,8 rue des chantiers,2,2,0,0,0,nonexistent,versailles,versailles-chantiers-8,space,"48.7967202, 2.1363296",78000,versailles/chantiers/8,operational,3,full_station,2018,4,9,7,42
159,69 rue de courcelles,0,0,0,0,2,operational,paris,paris-courcelles-69,station,"48.878351, 2.3044935",75008,paris/courcelles/69,operational,5,station,2018,4,2,18,38
160,25 rue de la plaine,0,0,0,2,0,operational,paris,paris-plaine-25,station,"48.8500605, 2.4019645",75020,paris/plaine/25,operational,3,station,2018,4,4,17,6
161,16 rue de lisbonne,5,5,0,1,0,nonexistent,rosny-sous-bois,rosnysousbois-lisbonne-16,station,"48.88093, 2.472356",93110,rosny-sous-bois/lisbonne/16,operational,0,station,2018,4,4,9,18
162,19 rue des filles du calvaire,4,4,0,0,0,operational,paris,paris-fillesducalvaire-19,station,"48.8628, 2.3660304",75003,paris/filles du calvaire/19,operational,1,station,2018,4,3,13,57
163,108 rue jouffroy d'abbans,2,2,0,0,0,operational,paris,paris-jouffroydabbans-108,station,"48.8823377, 2.3018911",75017,paris/jouffroy d'abbans/108,operational,3,station,2018,4,2,7,28
164,115 boulevard pereire,1,1,0,0,1,operational,paris,paris-pereire-115,station,"48.88576, 2.299225",75017,paris/pereire/115,operational,4,station,2018,4,4,16,17
165,39 rue julien lacroix,6,6,0,0,0,operational,paris,paris-julienlacroix-39,station,"48.8698372, 2.3850271",75020,paris/julien lacroix/39,operational,0,station,2018,4,3,3,1
166,123 grande rue,1,1,0,1,0,nonexistent,sã¨vres,sevres-granderue-123,station,"48.821593, 2.2050638",92310,sã¨vres/grande rue/123,operational,3,station,2018,4,8,8,13
167,1 rue lã©on frot,0,0,1,0,0,nonexistent,paris,paris-leonfrot-1,station,"48.8533715, 2.3882044",75011,paris/lã©on frot/1,operational,1,station,2018,4,7,20,14
168,8 rue goubet,5,5,0,0,0,operational,paris,paris-goubet-8,station,"48.8848179, 2.3901243",75019,paris/goubet/8,operational,0,station,2018,4,8,23,47
169,56 rue des plantes,2,2,0,0,0,operational,paris,paris-plantes-56,station,"48.8283698, 2.3216963",75014,paris/plantes/56,operational,1,station,2018,4,5,9,46
170,80 rue de dantzig,2,2,0,0,2,operational,paris,paris-dantzig-80,station,"48.8304, 2.295999",75015,paris/dantzig/80,operational,3,station,2018,4,8,10,50
171,192 avenue pierre brossolette,2,2,0,0,0,nonexistent,malakoff,malakoff-pierrebrossolette-192,station,"48.8139, 2.302489",92240,malakoff/pierre brossolette/192,operational,3,station,2018,4,4,8,3
172,280 avenue jean jaurã¨s,0,0,0,0,0,nonexistent,chã¢tenay-malabry,chatenaymalabry-jeanjaures-280,station,"48.76739, 2.255521",92290,chã¢tenay-malabry/jean jaurã¨s/280,broken,0,station,2018,4,9,21,31
173,26 rue claude decaen,6,6,0,0,0,operational,paris,paris-claudedecaen-26,station,"48.8351899, 2.4002905",75012,paris/claude decaen/26,operational,0,station,2018,4,5,22,26
174,80 rue de dantzig,4,4,0,0,0,operational,paris,paris-dantzig-80,station,"48.8304, 2.295999",75015,paris/dantzig/80,operational,2,station,2018,4,4,6,19
175,78 avenue du maine,0,0,0,0,2,operational,paris,paris-maine-78,space,"48.8388247, 2.3221905",75014,paris/maine/78,operational,5,full_station,2018,4,1,19,20
176,65 rue ordener,6,6,0,0,0,operational,paris,paris-ordener-65,station,"48.8913517, 2.3507171",75018,paris/ordener/65,operational,0,station,2018,4,3,3,14
177,236 avenue henri barbusse,0,0,0,0,0,nonexistent,drancy,drancy-henribarbusse-236,station,"48.92347, 2.460301",93700,drancy/henri barbusse/236,operational,4,station,2018,4,9,18,17
178,236 avenue henri barbusse,0,0,0,0,0,nonexistent,drancy,drancy-henribarbusse-236,station,"48.92347, 2.460301",93700,drancy/henri barbusse/236,operational,4,station,2018,4,5,11,21
179,1 rue croulebarbe,3,3,0,0,0,operational,paris,paris-croulebarbe-1,station,"48.8345242, 2.353056",75013,paris/croulebarbe/1,operational,1,station,2018,4,7,22,7
180,102 rue juliette savar,3,3,0,0,0,nonexistent,crã©teil,creteil-juliettesavar-102,station,"48.77664, 2.467872",94000,crã©teil/juliette savar/102,operational,2,station,2018,4,4,22,1
181,1 rue andrã© theuriet,2,2,0,0,0,nonexistent,bourg-la-reine,bourglareine-andretheuriet-1,space,"48.7797297, 2.3131491",92340,bourg-la-reine/andrã© theuriet/1,operational,4,full_station,2018,4,9,21,48
182,27 rue geoffroy-saint-hilaire,0,0,0,0,2,operational,paris,paris-geoffroysainthilaire-27,station,"48.8403227, 2.3562719",75005,paris/geoffroy-saint-hilaire/27,operational,6,station,2018,4,5,15,52
183,56 boulevard du marã©chal foch,1,1,0,0,0,nonexistent,verriã¨res-le-buisson,verriereslebuisson-marechalfoch-56,station,"48.7457426, 2.2691436",91370,verriã¨res-le-buisson/marã©chal foch/56,operational,6,station,2018,4,4,3,7
184,23 boulevard delessert,4,4,0,1,0,operational,paris,paris-delessert-23,station,"48.8585701, 2.2851211",75016,paris/delessert/23,operational,0,station,2018,4,6,7,43
185,24 rue de la paix,0,0,0,0,1,operational,paris,paris-paix-24,station,"48.8699261, 2.3320835",75002,paris/paix/24,operational,5,station,2018,4,8,1,28
186,64 rue du faubourg poissonniã¨re,1,1,0,0,0,nonexistent,paris,paris-faubourgpoissoniere-64,station,"48.87517, 2.348162",75010,paris/poissonniã¨re/64,operational,0,station,2018,4,9,9,41
187,18 rue perrã©e,1,1,0,0,1,operational,paris,paris-perree-18,station,"48.86502, 2.360503",75003,paris/perrã©e/18,operational,3,station,2018,4,1,15,48
188,36 avenue carnot,2,2,0,1,0,nonexistent,cachan,cachan-carnot-36,station,"48.7985337, 2.3269032",94230,cachan/carnot/36,operational,3,station,2018,4,2,17,30
189,1 avenue rachel,1,1,0,0,1,operational,paris,paris-rachel-1,station,"48.8844148, 2.3305461",75018,paris/rachel/1,operational,4,station,2018,4,3,12,14
190,22 bis rue legendre,0,0,0,0,0,nonexistent,paris,paris-legendre-22,station,"48.8832659, 2.3127515",75017,paris/legendre/22,operational,4,station,2018,4,7,8,26
191,8 rue waldeck rochet,4,4,0,0,0,nonexistent,nanterre,nanterre-waldeckrochet-8,station,"48.8906294, 2.1983695",92000,nanterre/waldeck rochet/8,operational,0,station,2018,4,8,11,19
192,1 avenue ãmile laurent,4,4,0,0,1,operational,paris,paris-emilelaurent-1,station,"48.84071, 2.409631",75012,paris/ãmile laurent/1,operational,1,station,2018,4,2,9,12
193,24 boulevard diderot,0,0,0,0,1,operational,paris,paris-diderot-24,space,"48.8458586, 2.3748769",75012,paris/diderot/24,operational,3,full_station,2018,4,9,20,28
194,8 avenue de la porte de montrouge,1,1,1,0,1,operational,paris,paris-portedemontrouge-8,station,"48.8230593, 2.322823",75014,paris/porte de montrouge/8,operational,4,station,2018,4,8,16,5
195,160 avenue lã©on blum,4,4,1,1,0,nonexistent,maisons-alfort,maisonsalfort-leonblum-160,station,"48.79881, 2.43370175",94700,maisons-alfort/lã©on blum/160,operational,0,station,2018,4,1,4,12
196,15 rue olier,5,5,0,0,0,operational,paris,paris-olier-15,station,"48.8351985, 2.2914295",75015,paris/olier/15,operational,1,station,2018,4,7,4,34
197,5 bis rue du capitaine ferber,5,5,0,1,0,operational,paris,paris-capitaineferber-5,station,"48.865359, 2.405207",75020,paris/capitaine ferber/5,operational,0,station,2018,4,1,7,18
198,27 avenue magellan,4,4,0,1,0,nonexistent,crã©teil,creteil-magellan-27,station,"48.76895, 2.456477",94000,crã©teil/magellan/27,operational,1,station,2018,4,1,5,17
199,1 avenue philippe auguste,5,5,0,0,0,operational,paris,paris-philippeauguste-1,station,"48.8493744, 2.395332",75011,paris/philippe auguste/1,operational,0,station,2018,4,5,19,59
200,12 avenue de la gare,0,0,0,0,0,nonexistent,biã¨vres,bievres-gare-12,station,"48.7521371, 2.2163546",91570,biã¨vres/gare/12,future,0,station,2018,4,9,5,39
201,39 rue du port ã  l'anglais,4,4,0,0,0,nonexistent,alfortville,alfortville-portalanglais-39,station,"48.8056173, 2.4144555",94140,alfortville/port ã  l'anglais/39,operational,1,station,2018,4,9,17,12
202,15 rue de verdun,1,1,0,0,0,nonexistent,suresnes,suresnes-verdun-15,space,"48.871036, 2.2276552",92150,suresnes/verdun/15,operational,4,full_station,2018,4,1,7,12
203,48 avenue de saint-mandã©,0,0,0,0,0,nonexistent,paris,paris-saintmande-48,station,"48.8449828, 2.4019623",75012,paris/saint-mandã©/48,operational,4,station,2018,4,1,16,3
204,199 rue du faubourg saint-antoine,0,0,0,0,0,nonexistent,paris,paris-faubourgsaintantoine-199,space,"48.8505136, 2.3823163",75011,paris/saint-antoine/199,operational,3,full_station,2018,4,8,2,26
205,127 quai de stalingrad,5,5,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-stalingrad-127,station,"48.8294787, 2.2610995",92130,issy-les-moulineaux/stalingrad/127,operational,0,station,2018,4,9,2,54
206,42 rue charles moureu,4,4,1,0,0,operational,paris,paris-charlesmoureu-42,station,"48.82847, 2.361255",75013,paris/charles moureu/42,operational,1,station,2018,4,4,17,40
207,128 avenue de la rã©publique,0,0,0,0,2,operational,paris,paris-republique-128,station,"48.8629398, 2.386178",75011,paris/rã©publique/128,operational,6,station,2018,4,9,6,20
208,26 villa croix-nivert,3,3,0,0,0,nonexistent,paris,paris-cambronne-parking,parking,"48.84547, 2.30117",75015,paris/cambronne/parking,operational,3,station,2018,4,8,3,44
209,38 rue rã©aumur,0,0,0,0,1,operational,paris,paris-reaumur-38,station,"48.8653769, 2.3573678",75003,paris/rã©aumur/38,operational,3,station,2018,4,7,19,29
210,2 avenue franã§ois mauriac,4,4,0,0,0,nonexistent,crã©teil,creteil-francoismauriac-2,station,"48.785363, 2.4528354",94000,crã©teil/franã§ois mauriac/2,operational,2,station,2018,4,3,6,3
211,139 boulevard de grenelle,6,6,0,0,0,operational,paris,paris-grenelle-139,station,"48.8483434, 2.3010296",75015,paris/grenelle/139,operational,0,station,2018,4,2,1,0
212,22 avenue danielle casanova,1,1,0,0,0,nonexistent,champigny-sur-marne,champignysurmarne-daniellecasanova-22,station,"48.8252176, 2.5124364",94500,champigny-sur-marne/danielle casanova/22,operational,5,station,2018,4,4,4,0
213,8 rue rã©musat,3,3,1,0,0,operational,paris,paris-remusat-8,space,"48.8478478, 2.2723059",75016,paris/rã©musat/8,operational,1,full_station,2018,4,1,6,53
214,8 avenue ãdouard belin,3,3,0,1,0,nonexistent,rueil-malmaison,rueilmalmaison-edouardbelin-8,station,"48.8876242, 2.1693918",92500,rueil-malmaison/ãdouard belin/8,operational,0,station,2018,4,1,6,11
215,65 avenue ãmile zola,2,2,0,0,0,broken,paris,paris-emilezola-65,station,"48.8467033, 2.2844167",75015,paris/ãmile zola/65,operational,0,station,2018,4,7,12,7
216,1 rue legrand,2,2,0,0,0,nonexistent,malakoff,malakoff-legrand-1,station,"48.8242495, 2.3038947",92240,malakoff/legrand/1,operational,3,station,2018,4,1,21,7
217,44 rue paul barruel,5,5,0,0,0,operational,paris,paris-paulbarruel-44,station,"48.8373656, 2.3059905",75015,paris/paul barruel/44,operational,1,station,2018,4,3,5,53
218,2 rue joseph marie jacquard,0,0,0,0,0,nonexistent,aulnay-sous-bois,aulnaysousbois-josephmariejacquard-2,station,"48.949062, 2.488596",93600,aulnay-sous-bois/joseph marie jacquard/2,broken,0,station,2018,4,3,16,31
219,94 rue paul vaillant couturier,3,3,1,0,0,nonexistent,nanterre,nanterre-paulvaillantcouturier-94,station,"48.8829721, 2.2040354",92000,nanterre/paul vaillant couturier/94,operational,1,station,2018,4,3,17,26
220,3 avenue lavoisier,0,0,0,0,0,nonexistent,rueil-malmaison,rueilmalmaison-lavoisier-3,station,"48.8832165, 2.1713037",92500,rueil-malmaison/lavoisier/3,operational,4,station,2018,4,2,12,18
221,1bis rue ravignan,2,2,0,0,1,operational,paris,paris-ravignan-1,station,"48.8850802, 2.3375536",75018,paris/ravignan/1,operational,2,station,2018,4,6,2,26
222,17 rue ãmile zola,4,4,0,2,0,nonexistent,asniã¨res-sur-seine,asnieressurseine-emilezola-17,station,"48.9233235, 2.2853356",92600,asniã¨res-sur-seine/ãmile zola/17,operational,0,station,2018,4,7,2,29
223,24 rue des cheminots,1,1,0,0,0,nonexistent,saint-denis,saintdenis-cheminots-24,station,"48.9176833, 2.3525717",93200,saint-denis/cheminots/24,operational,6,station,2018,4,7,7,33
224,16 rue claude bernard,3,3,0,0,2,operational,paris,paris-claudebernard-16,station,"48.8397733, 2.3476575",75005,paris/claude bernard/16,operational,2,station,2018,4,5,2,53
225,2 avenue leìon blum,5,5,0,0,0,nonexistent,le plessis-robinson,leplessisrobinson-leonblum-2,space,"48.775973, 2.2557776",92350,le plessis-robinson/leìon blum/2,operational,1,full_station,2018,4,7,11,49
226,11 rue marguerite long,0,0,0,0,0,operational,paris,paris-margueritelong-11,station,"48.8914427, 2.3040083",75017,paris/marguerite long/11,operational,5,station,2018,4,9,20,10
227,82 rue de crimã©e,1,1,0,0,0,operational,paris,paris-crimee-82,station,"48.882362, 2.386574",75019,paris/crimã©e/82,operational,3,station,2018,4,2,18,9
228,36 avenue carnot,2,2,0,0,0,nonexistent,cachan,cachan-carnot-36,station,"48.7985337, 2.3269032",94230,cachan/carnot/36,operational,5,station,2018,4,8,1,18
229,169 avenue gabriel pã©ri,0,0,0,0,0,nonexistent,gennevilliers,gennevilliers-gabrielperi-169,space,"48.9242205, 2.2942668",92230,gennevilliers/gabriel pã©ri/169,broken,0,full_station,2018,4,8,19,26
230,65 boulevard de picpus,6,6,0,0,0,nonexistent,paris,paris-picpusnation-parking,parking,"48.84652, 2.40014",75012,paris/picpus nation/parking,operational,0,station,2018,4,3,6,34
231,120 boulevard gabriel pã©ri,5,5,0,0,0,nonexistent,malakoff,malakoff-gabrielperi-120,station,"48.8192396, 2.3040697",92240,malakoff/gabriel pã©ri/120,operational,2,station,2018,4,3,2,36
232,2 rue des couronnes,1,1,0,0,0,nonexistent,paris,paris-couronnes-2,station,"48.8691502, 2.3808934",75020,paris/couronnes/2,operational,3,station,2018,4,2,7,48
233,6 rue louis blanc,0,0,0,0,1,operational,paris,paris-louisblanc-6,station,"48.87893, 2.36908",75010,paris/louis blanc/6,operational,3,station,2018,4,5,14,34
234,59 boulevard gallieni,3,3,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-gallieni-59,station,"48.824941, 2.2680704",92130,issy-les-moulineaux/gallieni/59,operational,3,station,2018,4,5,18,16
235,65 avenue lenine,3,3,0,0,0,nonexistent,nanterre,nanterre-lenine-65,station,"48.88811, 2.191361",92000,nanterre/lenine/65,operational,3,station,2018,4,4,21,1
236,21 rue fernand braudel,0,0,0,0,0,nonexistent,paris,paris-fernandbraudel-21,station,"48.8362302, 2.3724643",75013,paris/fernand braudel/21,operational,3,station,2018,4,6,19,55
237,102 rue juliette savar,5,5,1,0,0,nonexistent,crã©teil,creteil-juliettesavar-102,station,"48.77664, 2.467872",94000,crã©teil/juliette savar/102,operational,0,station,2018,4,9,5,58
238,61 boulevard haussmann,3,3,0,0,0,nonexistent,paris,paris-haussmann-61,station,"48.87405, 2.325726",75008,paris/haussmann/61,operational,0,station,2018,4,3,13,2
239,162 rue championnet,5,5,0,0,0,operational,paris,paris-championnet-162,station,"48.8948847, 2.3355224",75018,paris/championnet/162,operational,0,station,2018,4,9,23,1
240,1 rue jules romains,4,4,0,0,0,operational,paris,paris-julesromains-1,space,"48.8727407, 2.3782985",75019,paris/jules romains/1,operational,1,full_station,2018,4,9,11,59
241,92 boulevard des batignolles,1,1,0,2,0,broken,paris,paris-batignolles-92,station,"48.8817521, 2.317631",75017,paris/batignolles/92,operational,1,station,2018,4,4,2,50
242,58 avenue dutartre,5,5,0,0,0,nonexistent,le chesnay,lechesnay-dutartre-58,station,"48.82542, 2.118454",78150,le chesnay/dutartre/58,operational,1,station,2018,4,2,16,28
243,46 rue du gã©nã©ral leclerc,0,0,0,0,0,nonexistent,issy-les-moulineaux,issylesmoulineaux-generalleclerc-46,space,"48.824901, 2.2752102",92130,issy-les-moulineaux/leclerc/46,broken,0,full_station,2018,4,6,18,42
244,61 boulevard saint-jacques,0,0,0,0,0,nonexistent,paris,paris-saintjacques1-parking,parking,"48.83377, 2.33369",75014,paris/saint-jacques 1/parking,broken,0,station,2018,4,2,12,0
245,68 rue de la bonne aventure,7,7,0,0,0,nonexistent,versailles,versailles-bonneaventure-68,station,"48.8067886, 2.1518748",78000,versailles/bonne aventure/68,operational,0,station,2018,4,1,5,9
246,94 avenue de saint-mandã©,3,3,0,0,0,operational,paris,paris-saintmande-94,station,"48.8444, 2.407044",75012,paris/saint-mandã©/94,operational,3,station,2018,4,7,19,37
247,8 rue des chantiers,5,5,0,0,0,nonexistent,versailles,versailles-chantiers-8,space,"48.7967202, 2.1363296",78000,versailles/chantiers/8,operational,1,full_station,2018,4,4,2,58
248,79 rue andrã© joineau,6,6,0,0,0,nonexistent,le prã©-saint-gervais,lepresaintgervais-andrejoineau-79,station,"48.8832598, 2.4037001",93310,le prã©-saint-gervais/andrã© joineau/79,operational,1,station,2018,4,4,9,3
249,118 avenue du gã©nã©ral de gaulle,5,5,0,0,0,nonexistent,clamart,clamart-generaldegaulle-118,station,"48.7905884, 2.2639525",92140,clamart/de gaulle/118,operational,0,station,2018,4,1,12,15
250,1 rue de sevran,0,0,0,0,0,nonexistent,aulnay-sous-bois,aulnaysousbois-sevran-1,station,"48.94114, 2.49905038",93600,aulnay-sous-bois/sevran/1,broken,0,station,2018,4,4,19,19
251,9 avenue arblade,1,1,0,0,0,nonexistent,malakoff,malakoff-arblade-9,station,"48.8180219, 2.2918859",92240,malakoff/arblade/9,operational,4,station,2018,4,1,19,49
